perc_premium_paid_by_cash_credit,age_in_days,Income,application_underwriting_score,no_of_premiums_paid,sourcing_channel,residence_area_type,premium,target,mocked_target
0.0,16073.0,270130.0,99.57,8.0,3,1,18000.0,1.0,1
0.44,21543.0,220640.0,99.28,10.0,0,0,9600.0,1.0,0
0.999,9861.0,58530.0,99.27,4.0,0,0,5700.0,0.0,1
0.014,10594.0,75260.0,99.87,4.0,1,0,7500.0,1.0,0
0.33,22276.0,69900.0,98.24,8.0,1,0,3300.0,1.0,0
0.248,23373.0,126070.0,98.57,18.0,1,1,3300.0,1.0,0
0.199,18630.0,117030.0,98.7,10.0,1,1,7500.0,1.0,1
0.851,14610.0,51130.0,98.88,7.0,0,0,3300.0,1.0,0
1.0,11324.0,195140.0,99.4,5.0,0,0,13800.0,1.0,0
0.037,17534.0,180070.0,99.35,8.0,3,1,13800.0,1.0,1
0.955,20445.0,93990.0,99.2,8.0,3,0,5400.0,1.0,0
0.048,16431.0,380390.0,99.21,10.0,3,0,22200.0,1.0,1
0.573,15706.0,96120.0,99.26,6.0,0,0,3300.0,1.0,0
0.663,20448.0,315140.0,99.36,9.0,1,1,20100.0,1.0,0
0.656,9138.0,94000.0,99.27,10.0,2,1,7500.0,1.0,0
0.291,21911.0,77570.0,96.84,17.0,1,1,5700.0,1.0,1
0.123,23738.0,340040.0,99.09,12.0,0,1,18000.0,1.0,1
0.032,26289.0,300100.0,99.89,6.0,1,1,11700.0,1.0,1
0.004,21183.0,241450.0,99.51,5.0,0,1,22200.0,1.0,0
0.218,18263.0,150070.0,99.44,4.0,0,1,11700.0,1.0,1
0.304,11321.0,145030.0,98.95,11.0,0,1,11700.0,1.0,0
0.011,31770.0,43280.0,99.86,9.0,0,1,1200.0,1.0,1
0.506,23004.0,300100.0,98.59,9.0,1,0,11700.0,1.0,0
0.452,18627.0,321580.0,98.8,13.0,0,1,30600.0,1.0,1
0.019,29209.0,180040.0,99.89,5.0,0,1,11700.0,1.0,1
0.043,13514.0,140070.0,99.76,6.0,1,1,5400.0,1.0,0
0.16,9500.0,100860.0,99.63,8.0,1,1,5400.0,1.0,0
0.987,17164.0,201140.0,99.41,9.0,0,0,11700.0,1.0,0
0.509,21549.0,45120.0,93.77,16.0,0,1,1200.0,1.0,0
0.029,23374.0,174150.0,99.68,19.0,0,0,9600.0,1.0,0
0.904,15706.0,216120.0,99.57,10.0,2,1,3300.0,1.0,0
0.166,14613.0,136070.0,99.8,4.0,0,0,5400.0,1.0,1
0.145,23004.0,135490.0,99.08,18.0,0,1,9600.0,1.0,1
0.553,21183.0,211290.0,98.5,13.0,2,1,13800.0,1.0,1
0.087,20081.0,213730.0,99.57,6.0,0,0,5400.0,1.0,1
0.559,17526.0,72150.0,99.61,5.0,3,0,5700.0,1.0,1
0.174,21550.0,150040.0,99.46,9.0,2,1,7500.0,1.0,1
0.991,22272.0,195050.0,98.83,16.0,0,1,11700.0,0.0,0
0.784,11688.0,96100.0,99.0,8.0,1,1,5400.0,1.0,0
0.001,10962.0,75060.0,99.51,9.0,0,1,3300.0,1.0,1
0.047,14972.0,66050.0,97.18,9.0,2,0,5400.0,1.0,0
0.138,23370.0,291050.0,99.26,13.0,0,0,32700.0,1.0,0
0.0,12790.0,237540.0,99.41,6.0,0,1,13800.0,1.0,1
0.912,14609.0,75060.0,98.63,7.0,3,1,3300.0,1.0,1
0.905,17893.0,564690.0,99.16,7.0,2,0,34800.0,1.0,0
0.914,11330.0,150320.0,99.35,6.0,1,1,11700.0,1.0,0
0.102,13517.0,72040.0,98.58,11.0,4,1,5400.0,1.0,1
0.103,18263.0,60110.0,99.32,19.0,0,0,5700.0,1.0,0
0.466,10230.0,60150.0,97.99,6.0,1,1,3300.0,1.0,0
1.0,21546.0,219510.0,99.89,2.0,0,1,13800.0,1.0,0
0.035,24105.0,397640.0,99.59,5.0,0,1,24300.0,1.0,0
0.004,14609.0,165030.0,99.61,9.0,2,0,7500.0,1.0,1
0.0,10961.0,90090.0,99.07,8.0,2,0,5700.0,1.0,0
0.669,17530.0,390110.0,98.58,11.0,0,1,15900.0,1.0,1
0.048,18995.0,273110.0,99.33,9.0,1,1,13800.0,1.0,0
0.09,17891.0,243750.0,98.94,24.0,0,1,26400.0,1.0,1
0.001,14978.0,300080.0,99.7,11.0,0,1,18000.0,1.0,0
0.041,16436.0,300110.0,99.38,10.0,2,1,3300.0,1.0,1
0.096,11328.0,72110.0,98.18,6.0,0,0,7500.0,1.0,0
0.39,20081.0,97590.0,99.57,8.0,0,1,3300.0,1.0,0
0.003,21914.0,90030.0,98.54,14.0,0,1,3300.0,1.0,0
0.028,19356.0,446190.0,99.55,9.0,2,1,32700.0,1.0,0
0.191,15704.0,315030.0,99.18,22.0,2,0,9600.0,1.0,1
0.913,12419.0,90130.0,99.05,7.0,0,1,5400.0,1.0,0
0.029,15706.0,255110.0,98.95,9.0,2,1,20100.0,1.0,1
0.428,18995.0,150090.0,99.3,12.0,0,0,3300.0,0.0,1
0.0,25194.0,145050.0,98.96,9.0,1,0,13800.0,1.0,0
0.068,21548.0,47110.0,97.08,18.0,0,1,1200.0,1.0,0
0.328,29214.0,231100.0,99.02,15.0,1,1,1200.0,1.0,0
0.135,28113.0,182370.0,98.98,5.0,0,0,7500.0,1.0,1
0.705,16797.0,339140.0,98.48,15.0,3,1,28500.0,1.0,0
1.0,22645.0,160080.0,99.41,4.0,0,0,5700.0,1.0,1
0.777,20816.0,84110.0,98.53,10.0,0,0,9600.0,1.0,0
0.356,12415.0,150110.0,99.51,10.0,0,0,5400.0,1.0,0
0.025,14242.0,1590040.0,99.85,7.0,0,1,60000.0,0.0,1
0.999,11326.0,175020.0,98.46,12.0,0,0,15900.0,1.0,1
0.163,21182.0,60150.0,99.89,5.0,0,1,3300.0,1.0,0
0.316,14243.0,174120.0,99.27,6.0,0,1,7500.0,1.0,1
1.0,31762.0,120130.0,99.89,3.0,0,1,7500.0,1.0,0
0.898,11687.0,300140.0,98.93,16.0,1,1,20100.0,1.0,0
0.391,16800.0,103630.0,97.89,6.0,2,0,5400.0,1.0,0
0.029,27385.0,34670.0,99.89,7.0,1,1,1200.0,1.0,1
0.0,13513.0,207510.0,99.04,8.0,1,0,7500.0,1.0,1
0.005,19360.0,240110.0,99.32,19.0,0,1,9600.0,1.0,1
0.128,15704.0,225140.0,99.87,6.0,1,0,13800.0,1.0,1
0.055,15709.0,350160.0,98.0,8.0,3,1,30600.0,1.0,1
0.196,23010.0,141090.0,99.59,7.0,3,0,1200.0,1.0,0
0.18,15338.0,199530.0,98.86,8.0,2,0,7500.0,1.0,0
0.176,13883.0,134850.0,98.41,6.0,3,1,5400.0,1.0,1
0.019,24834.0,212610.0,99.89,6.0,0,1,3300.0,1.0,0
0.005,22277.0,159410.0,99.62,13.0,0,1,7500.0,1.0,0
0.009,21548.0,112620.0,99.58,15.0,0,1,5400.0,1.0,1
0.084,20083.0,510430.0,99.25,17.0,1,1,45300.0,1.0,1
1.0,26288.0,119810.0,97.83,13.0,0,1,9600.0,1.0,0
0.402,14606.0,384040.0,99.21,20.0,1,1,15900.0,1.0,0
0.06,24827.0,101290.0,98.69,10.0,0,0,5700.0,1.0,1
0.052,28111.0,150130.0,99.85,9.0,0,1,7500.0,1.0,0
0.36,26655.0,82910.0,99.54,5.0,0,1,1200.0,1.0,1
0.003,22274.0,240140.0,98.82,13.0,0,1,28500.0,1.0,1
0.0,16065.0,225140.0,99.21,11.0,3,0,3300.0,1.0,1
0.025,25922.0,205030.0,98.08,13.0,0,1,7500.0,1.0,1
0.448,17165.0,152920.0,98.38,18.0,1,0,11700.0,1.0,0
0.785,18625.0,261150.0,98.85,17.0,0,1,3300.0,1.0,0
0.092,22638.0,249150.0,99.63,5.0,0,1,22200.0,1.0,0
0.855,13515.0,157720.0,99.45,9.0,1,1,7500.0,1.0,1
0.0,13876.0,78120.0,98.41,5.0,2,1,7500.0,0.0,0
0.453,21914.0,1037570.0,98.63,21.0,0,0,53700.0,1.0,0
0.855,20445.0,226630.0,97.95,28.0,1,1,9600.0,1.0,0
0.085,13884.0,112550.0,98.23,11.0,1,0,5400.0,1.0,1
0.004,14606.0,528860.0,98.89,16.0,2,1,32700.0,1.0,0
0.228,13510.0,96110.0,98.22,16.0,2,1,3300.0,1.0,1
0.059,21542.0,58130.0,99.82,10.0,0,0,7500.0,1.0,1
0.06,27747.0,313040.0,99.25,22.0,0,1,3300.0,1.0,0
0.09,26655.0,230130.0,99.09,15.0,1,1,13800.0,1.0,1
0.285,27016.0,117110.0,98.19,11.0,0,1,11700.0,1.0,0
0.569,21175.0,1534740.0,99.22,16.0,0,1,60000.0,1.0,0
0.087,27381.0,132030.0,98.75,14.0,0,1,1200.0,1.0,1
0.963,24826.0,191990.0,98.84,10.0,0,1,18000.0,1.0,1
0.997,13517.0,193250.0,97.49,10.0,3,1,9600.0,1.0,1
0.004,14978.0,255070.0,99.1,18.0,1,0,7500.0,1.0,0
0.003,24465.0,101170.0,99.57,11.0,0,0,9600.0,1.0,1
0.046,18629.0,297130.0,99.65,10.0,1,0,11700.0,1.0,1
0.931,19724.0,216530.0,99.35,9.0,1,1,13800.0,1.0,0
0.093,20814.0,352550.0,99.17,10.0,1,1,13800.0,1.0,1
0.401,11324.0,112460.0,99.54,7.0,0,0,1200.0,1.0,0
0.937,17170.0,352650.0,97.56,9.0,3,1,26400.0,1.0,1
0.061,21914.0,204030.0,99.01,18.0,0,1,1200.0,1.0,1
0.16,27390.0,114930.0,98.14,14.0,0,0,11700.0,1.0,0
0.042,27383.0,186610.0,99.01,25.0,0,0,7500.0,1.0,0
0.039,22635.0,74970.0,99.68,14.0,0,1,5400.0,1.0,1
0.077,17532.0,161120.0,99.1,9.0,3,1,9600.0,1.0,1
0.011,19719.0,216030.0,99.39,9.0,1,0,9600.0,1.0,0
1.0,10961.0,168870.0,99.87,4.0,1,0,1200.0,0.0,1
0.12,20445.0,153480.0,99.19,19.0,1,1,11700.0,1.0,0
0.024,25925.0,60080.0,99.36,6.0,0,1,7500.0,1.0,0
0.009,33224.0,625100.0,99.89,6.0,0,0,26400.0,0.0,1
0.119,12420.0,207600.0,99.16,7.0,0,1,1200.0,1.0,0
1.0,10592.0,78100.0,99.88,2.0,1,1,5700.0,1.0,0
0.068,20081.0,30130.0,94.14,8.0,2,0,3300.0,1.0,1
0.0,23365.0,321400.0,99.53,11.0,0,0,13800.0,1.0,0
0.001,28112.0,175120.0,99.42,9.0,0,1,15900.0,1.0,0
0.024,22276.0,199500.0,99.65,14.0,0,1,13800.0,1.0,1
0.086,17166.0,260310.0,99.34,13.0,0,1,1200.0,1.0,1
0.221,16804.0,222100.0,98.65,12.0,0,1,15900.0,1.0,0
0.017,23372.0,240860.0,99.44,8.0,0,0,22200.0,1.0,0
0.964,10957.0,81070.0,99.23,11.0,0,0,5400.0,1.0,1
0.142,19715.0,333810.0,99.12,13.0,2,0,13800.0,1.0,1
0.155,19724.0,129080.0,98.99,12.0,1,0,1200.0,1.0,1
0.117,14615.0,252600.0,98.37,9.0,3,0,1200.0,1.0,0
0.512,12418.0,90080.0,98.84,6.0,0,0,5400.0,1.0,1
0.507,25199.0,122150.0,98.56,17.0,0,1,5400.0,1.0,0
0.102,21910.0,463610.0,99.76,12.0,0,0,11700.0,1.0,1
0.29,21541.0,66090.0,99.07,8.0,0,0,1200.0,1.0,1
0.771,9861.0,135060.0,99.72,7.0,2,1,9600.0,0.0,0
0.035,18625.0,144050.0,98.9,14.0,1,0,7500.0,1.0,1
0.048,16802.0,91630.0,99.03,11.0,1,1,5400.0,1.0,1
0.024,16067.0,327090.0,99.58,8.0,1,1,18000.0,1.0,0
0.013,23009.0,412310.0,99.23,9.0,1,1,36900.0,1.0,1
0.825,23374.0,222250.0,98.42,16.0,0,1,20100.0,1.0,0
0.067,16437.0,122530.0,98.97,14.0,2,0,3300.0,1.0,0
1.0,7677.0,25070.0,99.74,2.0,0,1,3300.0,1.0,1
0.18,12422.0,135560.0,99.72,8.0,0,1,7500.0,1.0,0
0.545,17897.0,273990.0,98.93,12.0,1,0,22200.0,1.0,0
0.981,8768.0,750060.0,99.87,8.0,0,1,36900.0,0.0,1
0.98,14244.0,156100.0,99.16,8.0,2,1,1200.0,1.0,1
0.0,11687.0,105060.0,99.62,6.0,0,1,5400.0,1.0,1
0.081,21908.0,249110.0,99.26,15.0,1,1,7500.0,1.0,1
0.16,22645.0,150100.0,99.78,9.0,1,1,9600.0,1.0,0
1.0,14246.0,63820.0,99.57,3.0,0,0,3300.0,1.0,0
0.294,10959.0,201120.0,98.93,12.0,1,1,1200.0,1.0,1
0.144,27749.0,105070.0,99.29,13.0,0,1,5400.0,1.0,1
0.012,23009.0,180090.0,99.74,16.0,0,1,7500.0,1.0,0
0.035,13150.0,275030.0,99.59,7.0,4,1,15900.0,1.0,1
0.028,17165.0,282090.0,98.7,17.0,0,1,13800.0,1.0,0
0.068,15336.0,204060.0,99.71,9.0,0,0,9600.0,1.0,1
0.021,26293.0,164310.0,99.59,12.0,0,1,7500.0,1.0,1
0.034,11687.0,600080.0,99.64,7.0,2,1,34800.0,1.0,1
0.084,24469.0,178980.0,99.48,12.0,0,1,9600.0,1.0,0
0.066,16804.0,403940.0,99.8,5.0,3,0,18000.0,1.0,0
0.715,17894.0,210960.0,98.95,10.0,3,1,13800.0,1.0,0
0.106,31030.0,63070.0,99.76,16.0,0,1,5400.0,1.0,0
0.419,17898.0,212040.0,98.55,13.0,3,1,11700.0,1.0,1
0.0,20813.0,75490.0,94.12,21.0,0,0,5400.0,1.0,1
0.09,14979.0,215610.0,99.41,17.0,0,0,26400.0,1.0,1
0.332,10955.0,187420.0,99.4,13.0,0,0,9600.0,1.0,0
0.336,19720.0,412200.0,99.42,8.0,3,0,30600.0,1.0,1
0.912,9505.0,108120.0,99.77,4.0,0,1,3300.0,1.0,0
0.174,21914.0,200120.0,98.15,16.0,0,1,7500.0,1.0,1
0.825,10599.0,171040.0,98.55,16.0,2,1,3300.0,0.0,0
0.143,14615.0,435080.0,99.31,9.0,3,0,34800.0,1.0,0
0.295,18988.0,142520.0,98.65,15.0,3,0,1200.0,1.0,0
1.0,19718.0,124590.0,99.79,3.0,2,1,9600.0,0.0,0
0.172,21176.0,185040.0,99.83,9.0,0,1,15900.0,1.0,1
0.124,15343.0,212150.0,99.63,8.0,2,1,13800.0,1.0,0
1.0,9863.0,120040.0,99.88,2.0,3,0,5400.0,1.0,0
0.119,14607.0,112920.0,98.95,14.0,0,1,7500.0,1.0,1
1.0,11321.0,45150.0,98.62,6.0,0,1,3300.0,1.0,0
0.855,12057.0,120030.0,97.28,13.0,1,1,5400.0,1.0,0
1.0,14245.0,126600.0,93.05,6.0,0,1,15900.0,1.0,0
0.685,10965.0,103910.0,99.16,6.0,2,0,5700.0,1.0,1
0.948,23738.0,3031820.0,99.82,13.0,0,0,60000.0,1.0,1
0.055,17892.0,381240.0,99.11,14.0,2,0,3300.0,1.0,1
0.926,14608.0,174110.0,98.6,12.0,1,0,13800.0,1.0,0
0.1,17899.0,271740.0,99.61,7.0,0,1,7500.0,1.0,0
0.413,18265.0,272540.0,98.96,13.0,1,1,28500.0,1.0,0
0.502,13512.0,101390.0,98.7,6.0,3,0,5400.0,1.0,0
0.037,15703.0,1679090.0,98.24,43.0,0,0,60000.0,0.0,0
0.019,14609.0,89320.0,99.39,7.0,0,1,5700.0,1.0,1
0.061,26295.0,175020.0,99.26,8.0,1,0,1200.0,1.0,0
0.055,25928.0,150080.0,99.79,9.0,0,1,5400.0,1.0,0
0.191,13878.0,450080.0,99.83,6.0,0,1,24300.0,1.0,1
0.003,23732.0,89790.0,99.2,23.0,0,1,7500.0,1.0,0
0.108,20086.0,156070.0,98.79,18.0,0,1,5400.0,1.0,0
0.149,33223.0,187560.0,99.17,7.0,0,0,7500.0,1.0,1
0.154,18256.0,180080.0,99.52,8.0,3,1,9600.0,1.0,0
0.106,17891.0,515860.0,99.21,7.0,2,1,32700.0,1.0,1
0.089,13155.0,135040.0,99.38,6.0,0,1,11700.0,1.0,1
0.05,24828.0,120110.0,98.31,12.0,0,0,7500.0,1.0,0
0.313,12781.0,110790.0,97.37,11.0,1,1,1200.0,1.0,1
0.199,18986.0,102150.0,98.99,12.0,1,1,7500.0,1.0,1
0.034,21909.0,113790.0,99.88,6.0,0,1,5400.0,1.0,1
0.059,20449.0,377880.0,99.38,15.0,3,0,28500.0,1.0,1
0.106,17166.0,268850.0,99.51,7.0,3,0,11700.0,1.0,0
0.446,20817.0,150140.0,99.84,6.0,0,1,9600.0,1.0,1
1.0,22637.0,249560.0,98.37,10.0,0,0,1200.0,1.0,1
0.002,12417.0,106360.0,98.77,8.0,2,0,9600.0,1.0,1
0.057,14611.0,177890.0,98.84,15.0,1,0,13800.0,1.0,0
0.185,18989.0,433560.0,98.95,16.0,1,0,39000.0,1.0,1
0.176,19722.0,157600.0,99.36,13.0,0,1,11700.0,1.0,0
0.36,18265.0,150070.0,99.49,7.0,3,1,5400.0,1.0,0
0.013,27019.0,285990.0,99.31,10.0,0,0,22200.0,1.0,1
0.839,11321.0,125930.0,98.85,15.0,0,1,7500.0,1.0,0
0.187,17162.0,308670.0,98.74,20.0,0,0,20100.0,1.0,0
0.081,16068.0,203500.0,98.95,10.0,0,0,7500.0,1.0,0
0.905,16069.0,375150.0,98.52,24.0,0,1,26400.0,1.0,1
0.162,30303.0,244540.0,99.73,11.0,1,1,13800.0,1.0,0
0.029,12417.0,120150.0,99.58,10.0,0,0,9600.0,1.0,1
0.024,26651.0,337540.0,99.71,13.0,1,0,13800.0,1.0,0
0.058,27747.0,129380.0,99.04,9.0,0,0,1200.0,1.0,1
0.194,19724.0,151490.0,98.85,14.0,0,1,1200.0,1.0,0
0.004,27382.0,180120.0,99.58,11.0,0,1,13800.0,1.0,1
0.441,25193.0,75060.0,99.21,13.0,0,1,5400.0,1.0,1
1.0,21178.0,46000.0,99.73,3.0,0,1,3300.0,1.0,0
0.532,30671.0,43530.0,99.67,6.0,0,1,3300.0,1.0,0
0.721,18260.0,362470.0,98.83,17.0,1,0,11700.0,1.0,0
0.632,9133.0,99140.0,99.63,8.0,0,0,3300.0,1.0,0
0.571,14606.0,50540.0,96.71,6.0,0,1,3300.0,1.0,0
0.04,27025.0,170060.0,99.51,5.0,0,0,3300.0,1.0,0
0.017,21177.0,155060.0,99.01,25.0,0,1,11700.0,1.0,0
0.081,16072.0,480110.0,99.13,11.0,3,0,1200.0,1.0,1
0.041,29209.0,195050.0,99.74,6.0,0,0,9600.0,1.0,1
0.106,24466.0,107600.0,99.51,4.0,0,0,7500.0,1.0,0
0.036,18627.0,180080.0,99.68,15.0,0,1,9600.0,1.0,1
0.056,11686.0,145450.0,99.69,9.0,0,0,9600.0,1.0,0
0.182,17893.0,78040.0,98.97,16.0,1,1,7500.0,1.0,0
0.016,11692.0,145030.0,99.32,11.0,0,0,7500.0,1.0,0
0.007,19356.0,97600.0,98.75,16.0,0,0,3300.0,1.0,0
0.352,9865.0,38210.0,99.11,7.0,1,1,5700.0,1.0,0
0.937,19354.0,92610.0,97.78,18.0,0,0,5400.0,1.0,1
0.004,22640.0,166550.0,98.78,7.0,0,0,3300.0,1.0,0
0.064,17529.0,140040.0,97.88,11.0,1,1,11700.0,1.0,0
0.544,18627.0,206530.0,98.81,12.0,3,1,15900.0,1.0,1
0.007,23731.0,1011090.0,99.36,13.0,1,1,49500.0,1.0,1
0.003,27749.0,80120.0,99.66,9.0,0,0,9600.0,1.0,0
0.307,15336.0,195130.0,99.75,7.0,1,0,9600.0,1.0,0
0.093,17899.0,184840.0,98.65,10.0,1,1,13800.0,1.0,1
0.092,25195.0,165040.0,99.13,11.0,0,0,3300.0,1.0,1
0.359,12060.0,117120.0,99.48,4.0,0,1,7500.0,1.0,1
0.004,24464.0,211560.0,99.83,18.0,0,0,9600.0,1.0,1
0.019,17531.0,288150.0,99.05,22.0,1,1,7500.0,1.0,1
0.039,18624.0,99140.0,99.37,17.0,1,1,1200.0,1.0,1
0.0,22644.0,117360.0,99.56,8.0,0,1,11700.0,1.0,0
0.054,24100.0,322540.0,98.15,13.0,1,0,30600.0,1.0,0
0.13,17892.0,686170.0,98.82,33.0,4,1,55800.0,1.0,0
0.604,13149.0,182560.0,98.97,8.0,1,0,18000.0,1.0,0
0.016,18990.0,123140.0,99.54,12.0,0,1,5400.0,1.0,0
0.085,14250.0,39070.0,99.19,5.0,0,1,5400.0,1.0,0
0.0,22638.0,174150.0,99.72,16.0,0,1,9600.0,1.0,0
0.0,17893.0,310030.0,99.61,10.0,2,0,18000.0,0.0,1
0.263,20816.0,270060.0,99.85,4.0,0,0,22200.0,1.0,1
0.012,24464.0,279240.0,99.81,8.0,0,1,24300.0,1.0,1
0.008,21915.0,315120.0,99.87,5.0,0,0,24300.0,1.0,0
0.051,29945.0,200100.0,99.88,12.0,0,1,5400.0,1.0,0
0.052,18630.0,333070.0,99.06,11.0,0,1,18000.0,1.0,1
0.959,25193.0,54120.0,97.76,12.0,0,1,3300.0,0.0,1
0.0,25925.0,39080.0,99.39,11.0,0,1,1200.0,1.0,0
0.087,14242.0,300110.0,99.29,12.0,2,1,24300.0,1.0,1
0.229,24826.0,116300.0,99.58,8.0,0,0,1200.0,1.0,1
0.983,13148.0,91580.0,99.36,5.0,2,1,7500.0,1.0,0
0.061,21550.0,146280.0,99.04,14.0,0,0,7500.0,1.0,0
0.755,18993.0,99110.0,99.06,13.0,0,0,7500.0,1.0,0
0.029,26659.0,192940.0,99.89,6.0,0,0,7500.0,1.0,0
0.12,23008.0,375130.0,99.23,18.0,0,0,47400.0,1.0,0
0.237,23007.0,150050.0,99.46,9.0,1,0,5400.0,1.0,1
0.327,23373.0,637580.0,99.19,22.0,0,1,49500.0,1.0,0
0.884,10960.0,108600.0,98.5,10.0,2,0,5400.0,1.0,0
0.403,12425.0,210040.0,98.81,12.0,2,1,3300.0,1.0,1
0.238,17170.0,328580.0,99.17,15.0,2,0,13800.0,1.0,0
0.07,24461.0,900040.0,99.71,11.0,0,1,60000.0,1.0,1
0.128,17900.0,227120.0,98.77,25.0,1,0,11700.0,1.0,1
0.0,23005.0,458070.0,98.95,21.0,0,0,3300.0,1.0,0
1.0,11320.0,120070.0,99.65,7.0,0,0,13800.0,0.0,1
0.449,15337.0,100140.0,98.98,9.0,0,1,1200.0,1.0,1
0.01,32496.0,123090.0,99.89,7.0,0,1,11700.0,1.0,0
1.0,14610.0,240070.0,99.52,7.0,2,0,5400.0,1.0,0
0.526,18264.0,228130.0,98.98,20.0,2,0,13800.0,1.0,0
0.02,24832.0,209230.0,99.39,16.0,0,1,15900.0,1.0,0
0.009,14606.0,480940.0,98.64,21.0,1,1,22200.0,1.0,1
0.039,17167.0,231130.0,99.53,11.0,0,1,24300.0,1.0,1
0.172,21540.0,105120.0,98.43,19.0,0,1,5400.0,1.0,1
0.706,23002.0,990120.0,99.41,14.0,1,1,11700.0,1.0,0
0.056,23008.0,242640.0,99.82,10.0,0,1,24300.0,1.0,0
0.101,21185.0,262570.0,99.32,10.0,0,0,9600.0,1.0,1
0.102,18992.0,190050.0,97.74,13.0,3,1,11700.0,1.0,0
0.577,27746.0,111100.0,99.65,15.0,0,1,5400.0,1.0,0
0.015,17533.0,199940.0,98.56,15.0,3,1,9600.0,1.0,0
0.365,23739.0,150150.0,99.01,13.0,0,0,7500.0,1.0,0
0.097,18259.0,157380.0,99.19,9.0,0,0,7500.0,1.0,0
1.0,21545.0,237040.0,99.02,7.0,3,0,11700.0,1.0,1
0.215,19350.0,500080.0,99.35,8.0,2,1,28500.0,1.0,1
0.731,15343.0,222310.0,98.89,10.0,0,1,3300.0,1.0,1
0.637,17529.0,549570.0,99.43,19.0,3,1,22200.0,1.0,1
0.29,24835.0,252130.0,99.41,9.0,0,1,24300.0,1.0,0
0.012,12790.0,51130.0,98.77,8.0,0,0,5700.0,1.0,0
0.0,14250.0,212640.0,98.05,12.0,0,1,13800.0,1.0,0
1.0,10962.0,102100.0,99.52,3.0,3,1,5400.0,0.0,0
0.317,21541.0,270080.0,99.01,17.0,1,0,11700.0,1.0,0
0.018,26287.0,162620.0,99.89,10.0,0,1,7500.0,1.0,1
0.099,19357.0,332250.0,99.29,9.0,1,1,13800.0,1.0,0
0.87,18265.0,212640.0,99.69,6.0,2,0,9600.0,1.0,0
0.253,20082.0,234070.0,99.5,8.0,2,0,20100.0,1.0,0
0.979,17169.0,88900.0,98.17,7.0,3,0,3300.0,1.0,1
0.137,15343.0,168110.0,99.29,15.0,0,0,7500.0,1.0,0
0.239,22637.0,480090.0,99.59,10.0,2,1,22200.0,1.0,0
0.164,24101.0,63840.0,99.47,10.0,0,0,5400.0,1.0,0
0.63,12781.0,162650.0,98.09,12.0,1,0,3300.0,1.0,1
0.043,24470.0,65780.0,99.4,4.0,0,0,5400.0,1.0,0
0.041,13513.0,1020150.0,99.31,11.0,2,0,57900.0,1.0,1
0.268,15706.0,435120.0,99.52,11.0,3,1,13800.0,1.0,1
0.107,23731.0,150030.0,99.81,4.0,0,1,7500.0,1.0,1
0.06,27015.0,131670.0,99.45,7.0,0,0,7500.0,1.0,1
0.064,16438.0,173040.0,98.49,9.0,3,1,15900.0,1.0,1
0.395,23008.0,256820.0,98.49,18.0,0,0,24300.0,1.0,0
0.034,18626.0,80040.0,96.21,21.0,0,0,3300.0,1.0,1
0.021,19355.0,198050.0,99.38,23.0,0,0,11700.0,1.0,1
0.98,16805.0,157410.0,99.18,5.0,1,1,5400.0,1.0,0
0.446,9860.0,24700.0,99.81,4.0,0,1,5700.0,1.0,0
0.244,17525.0,267090.0,99.48,12.0,4,0,1200.0,1.0,0
0.279,11322.0,45100.0,99.17,11.0,0,0,5700.0,1.0,0
0.271,20090.0,203370.0,98.56,10.0,2,0,11700.0,1.0,1
0.306,25191.0,257540.0,98.58,17.0,0,1,9600.0,0.0,1
0.008,26287.0,318080.0,99.52,9.0,0,0,13800.0,1.0,1
0.468,23370.0,123970.0,97.91,14.0,0,0,9600.0,1.0,1
0.497,19358.0,165590.0,99.42,10.0,1,1,7500.0,1.0,0
0.142,15338.0,225130.0,99.12,9.0,3,1,13800.0,1.0,1
0.086,28476.0,405080.0,99.88,8.0,0,1,20100.0,1.0,1
0.35,24102.0,175750.0,98.76,12.0,1,1,9600.0,1.0,0
0.0,20451.0,106700.0,97.55,10.0,2,1,5400.0,1.0,0
0.0,21175.0,240120.0,99.19,8.0,0,0,13800.0,1.0,0
0.018,23739.0,181170.0,98.24,21.0,0,1,9600.0,1.0,0
0.098,17527.0,200040.0,99.49,6.0,0,1,18000.0,0.0,1
0.581,14245.0,173390.0,98.34,9.0,0,1,11700.0,1.0,0
0.292,18260.0,177630.0,98.97,11.0,1,0,11700.0,1.0,0
0.956,20454.0,219060.0,99.54,10.0,0,1,7500.0,1.0,0
0.007,21544.0,170130.0,98.84,22.0,2,0,5400.0,1.0,1
0.986,15708.0,192140.0,98.93,9.0,3,0,5400.0,1.0,1
0.063,14979.0,360070.0,98.6,21.0,3,1,24300.0,1.0,1
0.961,11690.0,102530.0,98.64,14.0,2,1,5400.0,0.0,0
0.024,24461.0,150110.0,99.31,7.0,0,1,11700.0,1.0,0
0.025,16437.0,312630.0,99.15,12.0,1,1,1200.0,1.0,0
0.051,24469.0,185020.0,99.82,8.0,1,1,7500.0,1.0,0
0.096,21550.0,135060.0,99.69,8.0,0,1,9600.0,1.0,0
0.002,29215.0,191030.0,98.96,21.0,0,1,13800.0,1.0,1
0.085,23365.0,450060.0,99.28,20.0,2,0,18000.0,1.0,0
0.124,16071.0,90110.0,99.89,4.0,3,1,1200.0,1.0,0
0.042,27748.0,117700.0,98.7,14.0,1,1,5400.0,1.0,1
